Accession.no.;tbHomologue;geneName;X;dragsetCall;IreneCall;geckoCall;bagelCall;griffinCall;sassettiCall;deJesusCall;bestGuideRatio;bestGuide;gbAnnotation;X.1;X.2;X.3;Position;X.5;Name;Function;Product;TU (Nanopore RNA-Seq);Position
MSMEG_3772;Rv1656;argF;03 H4;NE;GD;ES;ES;NE;ES;ES;-5.324900536;MSMEG_3772_4;ornithine carbamoyltransferase; Provisional; Region: PRK00779;;First Gene;;argF;Involved in arginine biosynthesis [catalytic activity: carbamoyl phosphate + L-ornithine = phosphate + L-citrulline.];Probable ornithine carbamoyltransferase, anabolic ArgF;3772-3771;First Gene
MSMEG_3775;Rv1653;argJ;03 E10;ES;GD;NE;ES;NE;ES;ES;-3.57420278;MSMEG_3775_2;bifunctional ornithine acetyltransferase/N-acetylglutamate synthase protein; Validated; Region: argJ; PRK05388;Only Gene;;argJ;Arginine biosynthesis.;Probable glutamate N-acetyltransferase ArgJ;3775;Only Gene
MSMEG_3776;Rv1652;argC;01 H4;ES;GD;ES;ES;ES;ES;ES;-8.541328977;MSMEG_3776_1;N-acetyl-gamma-glutamyl-phosphate reductase, common form; Region: argC; TIGR01850;;Only Gene;;argC;Involved in arginine biosynthesis (at the third step) [catalytic activity: N-acetyl-L-glutamate 5-semialdehyde + NADP(+) + phosphate = N-acetyl-5-glutamyl phosphate + NADPH].;Probable N-acetyl-gamma-glutamyl-phoshate reductase ArgC;3776;Only Gene
MSMEG_3777;Rv1650;pheT;02 C10;ES;ES;ES;ES;ES;ES;ES;-6.586554598;MSMEG_3777_1;phenylalanyl-tRNA synthetase subunit beta; Reviewed; Region: pheT; PRK00629;Last Gene;;pheT;Charging PHE-tRNA [catalytic activity: ATP + L-phenylalanine + tRNA(PHE) = AMP + diphosphate + L-phenylalanyl-tRNA(PHE)];Probable phenylalanyl-tRNA synthetase, beta chain PheT;3778-3777;Last Gene
MSMEG_3778;Rv1649;pheS;01 B3;ES;ES;ES;ES;ES;ES;ES;-8.899236064;MSMEG_3778_2;phenylalanyl-tRNA synthetase subunit alpha; Validated; Region: pheS; PRK00488;First Gene;;pheS;Charging PHE tRNA [catalytic activity: ATP + L-phenylalanine + tRNA(PHE) = AMP + diphosphate + L-phenylalanyl-tRNA(PHE)];Probable phenylalanyl-tRNA synthetase, alpha chain PheS;3778-3777;First Gene
MSMEG_3791;Rv1643;rplT;03 B6;ES;ES;ES;ES;ES;NA;ES;-4.995098894;MSMEG_3791_3;50S ribosomal protein L20; Provisional; Region: rplT; PRK05185;Last Gene;;rplT;"This protein binds directly to 23S ribosomal RNA and is necessary to the in vitro assembly process of the 50S ribosomal subunit; it is not involved in the protein synthesizing functions of that subunit";50S ribosomal protein L20 RplT;3794-3793-3792-3791;Last Gene
MSMEG_3793;Rv1641;infC;01 D2;ES;ES;ES;ES;ES;ES;ES;-9.062531903;MSMEG_3793_1;translation initiation factor IF-3; Reviewed; Region: infC; PRK00028;Middle Gene;;infC;If-3 binds to the 30S ribosomal subunit and shifts the equilibrum between 70S ribosomes and their 50S and 30S subunits in favor of the free subunits, thus enhancing the availability of 30S subunits on which protein synthesis initiation begins.;Probable initiation factor if-3 InfC;3794-3793-3792-3791;Middle Gene
MSMEG_3833;Rv1630;rpsA;01 F10;ES;ES;ES;ES;ES;ES;ES;-7.952333566;MSMEG_3833_1;30S ribosomal protein S1; Reviewed; Region: rpsA; PRK07899;Only Gene;*;rpsA;"Binds mRNA; thus facilitating recognition of the initiation point. It is needed to translate mRNA with a short shine-dalgarno (SD) purine-rich sequence.";30S ribosomal protein S1 RpsA;3833;Only Gene
MSMEG_3858;Rv2050;-;03 H11;NE;ES;ES;ES;NE;ES;GD;-3.025356103;MSMEG_3858_5;RNA polymerase-binding protein; Region: RbpA; pfam13397;;Only Gene;;Rv2050;Unknown;Conserved protein;3858;Only Gene
MSMEG_3886;Rv2093c;tatC;03 C12;GD;NE;ES;ES;ES;ES;GD;-2.984920291;MSMEG_3886_1;Sec-independent protein secretion pathway component TatC [Intracellular trafficking, secretion, and vesicular transport]; Region: TatC; COG0805;;Middle Gene;;tatC;Involved in proteins export: required for correct localization of precursor proteins bearing signal peptides with the twin arginine conserved motif S/T-R-R-X-F-L-K. This sec-independent pathway is termed tat for twin-arginine translocation system. This system mainly transports proteins with bound cofactors that require folding prior to export.;Sec-independent protein translocase transmembrane protein TatC;3887-3886-3885;Middle Gene
MSMEG_3887;Rv2094c;tatA;04 C2;GD;NE;NE;ES;NE;NA;Uncertain;-2.23140914;MSMEG_3887_1;twin arginine translocase protein A; Provisional; Region: tatA; PRK00575;First Gene;;tatA;Involved in protein export: required for correct localization of precursor proteins bearing signal peptides with the twin arginine conserved motif S/T-R-R-X-F-L-K. This sec-independent pathway is termed tat for twin-arginine translocation system. This system mainly transports proteins with bound cofactors that require folding prior to export.;Sec-independent protein translocase membrane-bound protein TatA;3887-3886-3885;First Gene
MSMEG_4180;Rv2121c;hisG;01 B1;ES;ES;ES;ES;ES;ES;ES;-9.653901965;MSMEG_4180_3;ATP phosphoribosyltransferase; Reviewed; Region: hisG; PRK00489;Middle Gene;;hisG;Involved in histidine biosynthesis.;ATP phosphoribosyltransferase HisG;4181-4180-4179;Middle Gene
MSMEG_4185;Rv2124c;metH;02 E6;ES;ES;ES;ES;NE;NE;NE;-7.164172999;MSMEG_4185_1;5-methyltetrahydrofolate--homocysteine methyltransferase; Region: metH; TIGR02082;;Only Gene;;metH;Involved in biosynthesis of methionine (at the terminal step) [catalytic activity: 5-methyltetrahydrofolate + L-homocysteine = tetrahydrofolate + L-methionine].;5-methyltetrahydrofolate--homocystein methyltransferase MetH (methionine synthase, vitamin-B12 dependent isozyme) (ms);4185;Only Gene
MSMEG_4198;Rv2139;pyrD;03 C1;ES;ES;ES;ES;ES;NE;ES;-6.095354823;MSMEG_4198_2;dihydroorotate dehydrogenase 2; Reviewed; Region: PRK05286;;Last Gene;;pyrD;Pyrimidine biosynthesis;Probable dihydroorotate dehydrogenase PyrD;4197-4198;Last Gene
MSMEG_4217;Rv2145c;-;01 B10;ES;NE;ES;ES;ES;ES;ES;-8.031384168;MSMEG_4217_3;Cell division septum initiation DivIVA, interacts with FtsZ, MinD and other proteins [Cell cycle control, cell division, chromosome partitioning]; Region: DivIVA; COG3599;;First Gene;;wag31;Unknown;Diviva family protein Wag31;4217-4216;First Gene
MSMEG_4219;Rv2147c;-;02 B11;ES;ES;ES;ES;ES;NA;ES;-6.486794807;MSMEG_4219_2;FtsZ-interacting cell division protein YlmF [Cell cycle control, cell division, chromosome partitioning]; Region: YlmF; COG1799;;First Gene;;Rv2147c;Unknown;Conserved hypothetical protein;4219-4218;First Gene
MSMEG_4222;Rv2150c;ftsZ;01 C1;ES;ES;ES;ES;ES;ES;ES;-9.366977836;MSMEG_4222_5;cell division protein FtsZ; Validated; Region: PRK09330;;First Gene;;ftsZ;Essential for cell division. It is thought that the intracellular concentration of FTSZ protein is critical for productive septum formation in mycobacteria.;Cell division protein FtsZ;4222-4221;First Gene
MSMEG_4226;Rv2152c;murC;01 F3;ES;ES;ES;ES;ES;ES;ES;-8.81528722;MSMEG_4226_5;UDP-N-acetylmuramate--L-alanine ligase; Provisional; Region: murC; PRK00421;Only Gene;;murC;"Involved in cell wall formation; peptidoglycan biosynthesis";Probable UDP-N-acetylmuramate-alanine ligase MurC;4226;Only Gene
MSMEG_4227;Rv2153c;murG;01 E6;ES;ES;ES;ES;ES;ES;ES;-8.428224829;MSMEG_4227_4;undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase; Provisional; Region: murG; PRK00726;Only Gene;;murG;"Involved in cell wall formation; peptidoglycan biosynthesis.";Probable UPD-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol-N-acetylglucosamine transferase MurG;4227;Only Gene
MSMEG_4228;Rv2154c;ftsW;02 C11;ES;ES;ES;ES;ES;ES;ESD;-6.475859257;MSMEG_4228_1;cell division protein FtsW; Region: ftsW; TIGR02614;;Only Gene;;ftsW;Unknown;FtsW-like protein FtsW;4228;Only Gene
MSMEG_4229;Rv2155c;murD;01 H6;ES;ES;ES;ES;ES;ES;ES;-8.381326639;MSMEG_4229_4;UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase; Provisional; Region: murD; PRK03369;Only Gene;;murD;"Involved in cell wall formation; peptidoglycan biosynthesis.";Probable UDP-N-acetylmuramoylalanine-D-glutamate ligase MurD;4229;Only Gene
MSMEG_4230;Rv2156c;mraY;01 A7;ES;ES;ES;ES;ES;ES;ES;-8.371994393;MSMEG_4230_3;phospho-N-acetylmuramoyl-pentapeptide-transferase; Provisional; Region: mraY; PRK00108;Only Gene;;murX;"Involved in cell wall formation; peptidoglycan biosynthesis.";Probable phospho-N-acetylmuramoyl-pentappeptidetransferase MurX;4230;Only Gene
MSMEG_4231;Rv2157c;murF;02 E4;ES;ES;ES;ES;ES;ES;ES;-7.371558863;MSMEG_4231_2;UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase; Region: murF; TIGR01143;;Only Gene;;murF;"Involved in cell wall formation; peptidoglycan biosynthesis.";Probable UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanyl ligase MurF;4231;Only Gene
MSMEG_4232;Rv2158c;murE;01 C11;ES;ES;ES;ES;ES;NA;ES;-7.783718558;MSMEG_4232_4;UDP-N-acetylmuramyl-tripeptide synthetase; Region: murE; TIGR01085;;Only Gene;;murE;"Involved in cell wall formation; peptidoglycan biosynthesis.";Probable UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase MurE;4232;Only Gene
MSMEG_4234;Rv2164c;ftsL;02 G2;ES;ES;ES;ES;ES;ES;GD;-7.516015147;MSMEG_4234_1;NA;;;;Only Gene;;Rv2164c;Unknown;Probable conserved proline rich membrane protein;4234;Only Gene
MSMEG_4248;Rv2182c;-;03 B9;ES;NE;ES;ES;ES;ES;ES;-4.031652094;MSMEG_4248_2;Lysophospholipid Acyltransferases (LPLATs) of Glycerophospholipid Biosynthesis: AGPAT-like; Region: LPLAT_AGPAT-like; cd07989;;Only Gene;;Rv2182c;Transfer of fatty acyl groups;1-acylglycerol-3-phosphate O-acyltransferase;4248;Only Gene
MSMEG_4253;Rv2188c;-;03 C6;ES;ES;ES;ES;ES;ES;ES;-4.96253767;MSMEG_4253_1;This family is most closely related to the GT1 family of glycosyltransferases and named after YqgM in Bacillus licheniformis about which little is known. Glycosyltransferases catalyze the transfer of sugar moieties from activated donor molecules to...; Region: GT1_YqgM_like; cd03801;;Only Gene;;pimB;Involved in lipoarabinomannan (lam) biosynthesis;Mannosyltransferase PimB;4253;Only Gene
MSMEG_4258;Rv2192c;trpD;02 C1;NE;GD;ES;ES;ES;ES;ES;-7.687480667;MSMEG_4258_3;anthranilate phosphoribosyltransferase; Provisional; Region: trpD; PRK00188;Only Gene;;trpD;Tryptophan biosynthesis;Probable anthranilate phosphoribosyltransferase TrpD;4258;Only Gene
MSMEG_4260;Rv2193;-;03 A11;GD;GD;ES;ES;ES;ES;GD;-3.385474375;MSMEG_4260_2;Heme/copper-type cytochrome/quinol oxidase, subunit 3 [Energy production and conversion]; Region: CyoC; COG1845;;Only Gene;;ctaE;Thought to be involved in aerobic respiration.;Probable cytochrome C oxidase (subunit III) CtaE;4260;Only Gene
MSMEG_4261;Rv2194;-;03 G9;GD;GD;ES;ES;ES;ES;GD;-3.966177642;MSMEG_4261_4;Cytochrome c, mono- and diheme variants [Energy production and conversion]; Region: CccA; COG2010;;First Gene;;qcrC;Respiration;Probable ubiquinol-cytochrome C reductase QcrC (cytochrome C subunit);4261-4262;First Gene
MSMEG_4262;Rv2195;-;03 H7;GD;GD;ES;ES;ES;ES;GD;-4.475869066;MSMEG_4262_3;Rieske Fe-S protein [Energy production and conversion]; Region: QcrA; COG0723;;Last Gene;;qcrA;Respiration;Probable rieske iron-sulfur protein QcrA;4261-4262;Last Gene
MSMEG_4263;Rv2196;-;03 H6;GD;GD;ES;ES;ES;ES;GD;-4.77611745;MSMEG_4263_1;Cytochrome b subunit of the bc complex [Energy production and conversion]; Region: QcrB; COG1290;;First Gene;;qcrB;Respiration;Probable ubiquinol-cytochrome C reductase QcrB (cytochrome B subunit);4263;First Gene
MSMEG_4268;Rv2200c;-;03 E5;GD;NE;ES;ES;ES;ES;GD;-5.234367916;MSMEG_4268_2;Heme/copper-type cytochrome/quinol oxidase, subunit 2 [Energy production and conversion]; Region: CyoA; COG1622;;First Gene;;ctaC;Involved in aerobic respiration. Subunit I and II form the functional core of the enzyme complex. Electrons originating in cytochrome C are transferred via heme a and Cu(A) to the binuclear center formed by heme A3 and Cu(B).;Probable transmembrane cytochrome C oxidase (subunit II) CtaC;4268-4267;First Gene
MSMEG_4276;Rv2210c;ilvE;02 A7;ES;ES;ES;ES;ES;ES;ES;-7.124094069;MSMEG_4276_1;branched-chain amino acid aminotransferase; Provisional; Region: PRK13357;;Only Gene;;ilvE;Thought to catalyze the first reaction in the catabolism of the essential branched chain amino acids leucine, isoleucine, and valine [catalytic activity: L-leucine + 2-oxoglutarate = 4-methyl-2-oxopentanoate + L-glutamate].;Branched-chain amino acid transaminase IlvE;4276;Only Gene
MSMEG_4283;Rv2215;sucB;02 A2;ES;NE;ES;ES;ES;ES;NE;-7.599861396;MSMEG_4283_5;e3 binding domain; Region: E3_binding; cl27351;;Only Gene;;dlaT;"Involved in tricarboxylic acid cycle; converts pyruvate to acetyl-CoA and CO2. Also involved in antioxidant defense; LPDC|Rv0462, DLAT|Rv2215, AHPD|Rv2429, and AHPC|Rv2428 constitute an NADH-dependent peroxidase and peroxynitrite reductase that provides protection against oxidative stress.";DlaT, dihydrolipoamide acyltransferase, E2 component of pyruvate dehydrogenase;4283;Only Gene
MSMEG_4286;Rv2218;lipA;03 C2;ES;ES;ES;ES;ES;ES;ES;-5.803835449;MSMEG_4286_1;lipoyl synthase; Provisional; Region: PRK05481;;Only Gene;;lipA;Lipoate biosynthesis;Probable lipoate biosynthesis protein A LipA;4286;Only Gene
MSMEG_4294;Rv2222c;glnA;02 D10;ES;ES;ES;ES;NE;NA;NE;-6.558864551;MSMEG_4294_3;Glutamine synthetase [Amino acid transport and metabolism]; Region: GlnA; COG0174;;Only Gene;;glnA2;Involved in glutamine biosynthesis [catalytic activity: ATP + L-glutamate + NH(3) = ADP + glutamine + orthophosphate].;Probable glutamine synthetase GlnA2 (glutamine synthase) (GS-II);4294;Only Gene
MSMEG_4325;Rv2243;-;01 G11;GD;GD;ES;ES;NE;NA;ES;-7.745775149;MSMEG_4325_1;Malonyl CoA-acyl carrier protein transacylase [Lipid transport and metabolism]; Region: FabD; COG0331;;Only Gene;;fabD;Catalyzes malonyl-CoA-ACP transacylase (MCAT) activity using holo-ACPM as substrate for transacylation [catalytic activity: malonyl-CoA + [acyl-carrier protein] = CoA + malonyl-[acyl-carrier protein]].;Malonyl CoA-acyl carrier protein transacylase FabD (malonyl CoA:ACPM acyltransferase) (MCT);4325;Only Gene
MSMEG_4482;Rv2343c;dnaG;02 C2;GD;ES;ES;ES;ES;ES;ES;-7.575841746;MSMEG_4482_1;DNA primase; Validated; Region: dnaG; PRK05667;Last Gene;;dnaG;DNA primase is the polymerase that synthesizes small RNA primers for the okazaki fragments on both template strands replication FORKS during chromosomal DNA synthesis.;Probable DNA primase DnaG;4483-4482;Last Gene
MSMEG_4485;Rv2357c;glyS;02 E1;ES;ES;ES;ES;ES;ES;ES;-7.676662335;MSMEG_4485_1;glycyl-tRNA synthetase; Provisional; Region: PRK04173;;Only Gene;;glyS;Involved in translation mechanisms [catalytic activity: ATP + L-glycine + tRNA(GLY) = AMP + pyrophosphate + L-glycyl-tRNA(GLY)].;Probable glycyl-tRNA synthetase GlyS (glycine--tRNA ligase) (GLYRS);4485;Only Gene
MSMEG_4490;Rv2361c;uppS;04 E1;ES;ES;ES;ES;ES;ES;ES;-2.528037013;MSMEG_4490_3;synonym=uppS;;;;First Gene;;Rv2361c;Involved in the synthesis of decaprenyl diphosphate, a molecule which has a central role in the biosynthesis of most features of the mycobacterial cell wall. Adds seven more isoprene UNITS to omega,E, Z-farnesyl diphosphate and releases decaprenyl diphosphate.;Long (C50) chain Z-isoprenyl diphosphate synthase (Z-decaprenyl diphosphate synthase);4490-4489;First Gene
MSMEG_4493;Rv2364c;era;03 H10;ES;NE;NE;ES;ES;ES;GD;-3.468414727;MSMEG_4493_2;GTPase Era; Reviewed; Region: era; PRK00089;Only Gene;;era;Binds both GDP and GTP. Has an intrinsic GTPase activity and is essential for cell growth.;Probable GTP-binding protein Era;4493;Only Gene
MSMEG_4527;Rv2391;-;03 E8;GD;ES;ES;ES;ES;ES;NE;-4.177354209;MSMEG_4527_3;Sulfite reductase, beta subunit (hemoprotein) [Inorganic ion transport and metabolism]; Region: CysI; COG0155;;Only Gene;;sirA;Catalyzes the reduction of sulfite to sulfide, in the biosynthesis of sulfur-containing amino acids and co-factors;Ferredoxin-dependent sulfite reductase SirA;4527;Only Gene
MSMEG_4571;Rv2412;rpsT;03 D12;GD;GD;ES;ES;NE;ES;Uncertain;-2.889861439;MSMEG_4571_1;30S ribosomal protein S20; Reviewed; Region: rpsT; PRK00239;Only Gene;;rpsT;Involved in translation mechanisms. Binds directly to 16S ribosomal RNA.;30S ribosomal protein S20 RpsT;4571;Only Gene
MSMEG_4617;Rv2438c;nadE;03 B4;ES;ES;ES;ES;ES;ES;ES;-5.477094434;MSMEG_4617_3;NAD synthetase; Reviewed; Region: nadE; PRK02628;Only Gene;;nadE;Involved in biosynthesis of NAD. Can use both glutamine or ammonia as a nitrogen source [catalytic activity: ATP + deamido-NAD(+) + L-glutamine + H(2)O = AMP + diphosphate + NAD(+) + L-glutamate].;Glutamine-dependent NAD(+) synthetase NadE (NAD(+) synthase [glutamine-hydrolysing]);4617;Only Gene
MSMEG_4621;Rv2439c;proB;03 G12;ES;NE;ES;ES;ES;ES;ES;-2.775395895;MSMEG_4621_4;glutamate 5-kinase; Region: proB; TIGR01027;;Only Gene;;proB;Involved in proline biosynthesis pathway (at the first step). Catalyzes the transfer of a phosphate group to glutamate to form glutamate 5-phosphate which rapidly cyclizes to 5-oxoproline [catalytic activity: ATP + L-glutamate = ADP + L-glutamate 5- phosphate].;Probable glutamate 5-kinase protein ProB (gamma-glutamyl kinase) (GK);4621;Only Gene
MSMEG_4623;Rv2440c;obgE;02 E8;GD;ES;ES;ES;ES;ES;ES;-6.834154981;MSMEG_4623_2;GTPase CgtA; Reviewed; Region: obgE; PRK12296;Last Gene;;obg;Essential GTP-binding protein.;Probable GTP1/Obg-family GTP-binding protein Obg;4625-4624-4623;Last Gene
MSMEG_4626;Rv2444c;-;03 F11;ES;ES;ES;ES;ES;ES;ESD;-3.112271211;MSMEG_4626_1;ribonuclease, Rne/Rng family; Region: RNaseEG; TIGR00757;;Only Gene;;rne;Thought to be involved in several cellular process.;Possible ribonuclease E Rne;4626;Only Gene
MSMEG_4630;Rv2448c;valS;02 B10;ES;ES;ES;ES;ES;ES;ES;-6.612897977;MSMEG_4630_3;valyl-tRNA synthetase; Reviewed; Region: valS; PRK05729;Only Gene;;valS;Involved in translation mechanisms [catalyic activity: ATP + L-valine + tRNA(val) = AMP + diphosphate + L-valyl-tRNA(val)].;Probable valyl-tRNA synthase protein ValS (valyl-tRNA synthetase) (valine--tRNA ligase) (valine translase);4630;Only Gene
MSMEG_4645;Rv2454c;orB;02 B1;GD;GD;ES;ES;ES;NA;GD;-7.687760584;MSMEG_4645_3;2-oxoglutarate ferredoxin oxidoreductase subunit beta; Reviewed; Region: PRK11867;;Last Gene;;Rv2454c;"Function unknown; probably involved in cellular metabolism.";Probable oxidoreductase (beta subunit);4646-4645;Last Gene
MSMEG_4646;Rv2455c;-;02 H2;GD;GD;ES;ES;ES;NA;GD;-7.513332824;MSMEG_4646_2;2-oxoacid:acceptor oxidoreductase, alpha subunit; Region: OAFO_sf; TIGR03710;;First Gene;;Rv2455c;"Function unknown; probably involved in cellular metabolism.";Probable oxidoreductase (alpha subunit);4646-4645;First Gene
MSMEG_4671;Rv2457c;clpX;01 C4;ES;ES;ES;ES;ES;ES;ES;-8.628627802;MSMEG_4671_3;ATP-dependent protease ATP-binding subunit ClpX; Provisional; Region: clpX; PRK05342;Only Gene;;clpX;ATP-dependent specificity component of the CLP protease. It directs the protease to specific substrates. Can perform chaperone functions in the absence of CLPP).;Probable ATP-dependent CLP protease ATP-binding subunit ClpX;4671;Only Gene
MSMEG_4672;Rv2461c;clpP;02 C5;ES;ES;ES;ES;ES;NA;ES;-7.28172331;MSMEG_4672_2;ATP-dependent Clp protease proteolytic subunit; Reviewed; Region: clpP; PRK00277;Last Gene;;clpP1;CLP cleaves peptides in various proteins in a process that requires ATP hydrolysis. CLP may be responsible for a fairly general and central housekeeping function rather than for the degradation of specific substrates.;Probable ATP-dependent CLP protease proteolytic subunit 1 ClpP1 (endopeptidase CLP);4673-4672;Last Gene
MSMEG_4684;Rv2465c;-;02 C4;ES;NE;ES;ES;ES;NE;ES;-7.404545537;MSMEG_4684_3;ribose-5-phosphate isomerase B; Provisional; Region: PRK05571;;First Gene;;rpiB;Interconverts ribose-5-phosphate and ribulose-5-phosphate;Ribose-5-phosphate isomerase;4684-4683;First Gene
MSMEG_4700;Rv2477c;-;03 B10;ES;ES;ES;ES;ES;ES;ES;-3.912064449;MSMEG_4700_2;putative ABC transporter ATP-binding protein; Reviewed; Region: PRK11819;;Only Gene;;Rv2477c;Thought to be involved in active transport of macrolide across the membrane (export): macrolide antibiotics resistance by an export mechanism. Responsible for energy coupling to the transport system.;Probable macrolide-transport ATP-binding protein ABC transporter;4700;Only Gene
MSMEG_4702;Rv0102;-;03 H12;GD;NE;ES;ES;ES;ES;ES;-2.771968278;MSMEG_4702_4;Cytochrome c oxidase assembly factor CtaG [Energy production and conversion, Posttranslational modification, protein turnover, chaperones]; Region: CtaG; COG3336;;Only Gene;;Rv0102;Unknown;Probable conserved integral membrane protein;4702;Only Gene
MSMEG_4757;Rv2524c;-;01 E5;ES;ES;ES;ES;ES;ES;ES;-8.511238726;MSMEG_4757_2;3-oxoacyl-ACP reductase domain of yeast-type FAS1 [Lipid transport and metabolism]; Region: FabG2; COG4982;;Only Gene;;fas;Involved in lipid metabolism. Fatty acid synthetase catalyzes the formation of long-chain fatty acids from acetyl-CoA, malonyl-CoA and NADPH.;Probable fatty acid synthase Fas (fatty acid synthetase);4757;Only Gene
MSMEG_4947;Rv1302;-;02 H10;ES;ES;ES;ES;ES;NE;ES;-6.5116736;MSMEG_4947_3;This subfamily contains Escherichia coli WecA, Bacillus subtilis TagO and related proteins. WecA is an UDP-N-acetylglucosamine (GlcNAc):undecaprenyl-phosphate (Und-P) GlcNAc-1-phosphate transferase that catalyzes the formation of a phosphodiester bond...; Region: GT_WecA_like; cd06853;;Last Gene;;rfe;Thought to be involved in AG biosynthesis. May be the tunicamycin sensitive transferase that catalyzes the synthesis of GlcNAc-pyrophosphorylundecaprenol (lipid I), the first lipid-linked intermediate involved in ECA synthesis.;Probable undecapaprenyl-phosphate alpha-N-acetylglucosaminyltransferase Rfe (UDP-GlcNAc transferase);4948-4947;Last Gene
MSMEG_4950;Rv1299;prfA;04 A1;ES;ES;NE;ES;ES;ES;ES;-2.71361454;MSMEG_4950_3;peptide chain release factor 1; Validated; Region: prfA; PRK00591;Middle Gene;;prfA;Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA;Probable peptide chain release factor 1 PrfA (RF-1);4951-4950-4949;Middle Gene
MSMEG_4954;Rv1297;rho;02 E5;ES;ES;ES;ES;ES;ES;ES;-7.236918267;MSMEG_4954_1;transcription termination factor Rho; Provisional; Region: PRK12678;;Only Gene;;rho;Facilitates transcription termination by a mechanism that involves rho binding to the nascent RNA, activation of rho'S RNA-dependent ATPase activity, and release of the mRNA from the DNA template;Probable transcription termination factor Rho homolog;4954;Only Gene
MSMEG_4955;Rv1296;thrB;01 D3;ES;ES;ES;ES;ES;ES;ES;-8.892573173;MSMEG_4955_2;Homoserine kinase [Amino acid transport and metabolism]; Region: ThrB; COG0083;;Only Gene;;thrB;Threonine biosynthesis from asparate (fourth step) [catalytic activity: ATP + L-homoserine = ADP + O-phospho-L-homoserine].;Probable homoserine kinase ThrB;4955;Only Gene
MSMEG_4956;Rv1295;thrC;02 B12;ES;ES;ES;ES;ES;ES;ES;-6.342572523;MSMEG_4956_2;threonine synthase; Validated; Region: PRK07409;;Only Gene;;thrC;Involved in threonine biosynthesis [catalytic activity: O-phospho-L-homoserine + H(2)O = L-threonine + phosphate];Threonine synthase ThrC (ts);4956;Only Gene
MSMEG_4957;Rv1294;-;02 D8;ES;ES;ES;ES;ES;ES;ES;-6.850999395;MSMEG_4957_2;homoserine dehydrogenase; Provisional; Region: PRK06349;;Only Gene;;thrA;Involved in the conversion of L-aspartate to homoserine (third step). Homoserine participates in the biosynthesis of threonine and then isoleucine and in the biosynthesis of methionine [catalytic activity: L-homoserine + NAD(P)(+) = L-aspartate 4-semialdehyde + NAD(P)H.];Probable homoserine dehydrogenase ThrA;4957;Only Gene
MSMEG_4958;Rv1293;lysA;02 D1;ES;ES;ES;ES;ES;ES;ES;-7.680254021;MSMEG_4958_3;diaminopimelate decarboxylase; Region: lysA; TIGR01048;;Only Gene;;lysA;Involved in biosynthesis of lysine (last step) [catalytic activity: MESO-2,6-diaminoheptanedioate = L-lysine + CO(2)].;Diaminopimelate decarboxylase LysA (DAP decarboxylase);4958;Only Gene
MSMEG_4959;Rv1292;argS;01 E2;ES;ES;ES;ES;ES;ES;ES;-9.048132628;MSMEG_4959_2;arginyl-tRNA synthetase; Reviewed; Region: argS; PRK01611;Only Gene;;argS;Involved in translation mechanism [catalytic activity: ATP + L-arginine + tRNA(ARG) = AMP + diphosphate + L-arginyl-tRNA(ARG)].;Probable arginyl-tRNA synthetase ArgS (ARGRS) (arginine--tRNA ligase);4959;Only Gene
MSMEG_5049;Rv1248c;kgd;02 D12;GD;ES;ES;ES;ES;ES;NE;-6.287527703;MSMEG_5049_4;alpha-ketoglutarate decarboxylase; Reviewed; Region: kgd; PRK12270;Only Gene;;Rv1248c;Involved in cellular metabolism. Has alpha-ketoglutarate dehydrogenase (KDH) [catalytic activity: 2-oxoglutarate + lipoamide = S-succinyldihydrolipoamide + CO2], alpha-ketoglutarate decarboxylase (KGD) [catalytic activity: 2-oxoglutarate = succinate semialdehyde + CO2], and 2-hydroxy-3-oxoadipate (HOA) synthase [catalytic activity: 2-oxoglutarate + glyoxylate + H+ = 2-hydroxy-3-oxoadipate + CO2] activities.;Multifunctional alpha-ketoglutarate metabolic enzyme;5049;Only Gene
MSMEG_5103;Rv1202;dapE;03 E4;ES;ES;ES;ES;ES;ES;ES;-5.404917158;MSMEG_5103_3;succinyl-diaminopimelate desuccinylase; Reviewed; Region: PRK13007;;First Gene;;dapE;Involved in biosynthesis of diaminopimelate and lysine from aspartate semialdehyde (at the fifth step) [catalytic activity: N-succinyl-ll-2,6-diaminoheptanedioate + H2O = succinate + ll-2,6-diaminoheptanedioate];Probable succinyl-diaminopimelate desuccinylase DapE;5103-5102-5101;First Gene
MSMEG_5223;Rv1111c;-;03 D1;ES;ES;NE;ES;ES;NA;ESD;-6.069744544;MSMEG_5223_4;AF-4 proto-oncoprotein; Region: AF-4; pfam05110;;Only Gene;;Rv1111c;Function unknown;Conserved hypothetical protein;5223;Only Gene
